idx,sentence,label
3519,"the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success ",1
3520,the year 's ( unintentionally ) funniest moments ,1
3521,superbly ,1
3522,french coming-of-age import ,1
3523,capable of anteing up some movie star charisma ,1
3524,a cute alien creature who mimics everyone and everything around ,1
3526,esteemed ,1
3529,substantial or fresh ,1
3530,watchable by a bravura performance ,1
3531,labute 's careful handling makes the material seem genuine rather than pandering . ,1
3533,", has solid acting and a neat premise ",1
3534,is infectious ,1
3535,"it cooks conduct in a low , smoky and inviting sizzle . ",1
3536,"i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks . ",1
3538,its poignancy hooks us completely ,1
3540,slickly staged ,1
3542,relies on subtle ironies and visual devices ,1
3544,are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting ,1
3546,"'s fun , ",1
3550,the men and machines behind the curtains of our planet ,1
3552,makes the journey feel like a party ,1
3553,"a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh . ",1
3555,"on , well , love in the time of money ",1
3556,the story 's scope and pageantry ,1
3557,uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows ,1
3558,"a quaint , romanticized rendering ",1
3559,be glued to the screen ,1
3560,warmth and ,1
3563,oliver stone 's conspiracy thriller jfk ,1
3564,"clever , amusing and unpredictable ",1
3567,has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances ,1
3568,", intelligent eyes ",1
3569,"scruffy , dopey old hanna-barbera charm ",1
3570,france 's most inventive directors ,1
3571,the ideal outlet ,1
3573,'s an adventure story and history lesson all in one . ,1
3574,created a masterful work of art of their own ,1
3578,"just about the best straight-up , old-school horror film of the last 15 years . ",1
3580,", you still have to see this ! ",1
3582,"proves a servicable world war ii drama that ca n't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored . ",1
3584,display greatness ,1
3585,"it is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity . ",1
3586,the gentle comic treatment ,1
3587,"is what it is -- a nice , harmless date film ... ",1
3588,grounded in an undeniable social realism ,1
3592,the film is well worthwhile . ,1
3593,"patience , respect and affection ",1
3596,to give them credit for : the message of the movie ,1
3603,"be hard-pressed to find a movie with a bigger , fatter heart than barbershop ",1
3605,"see her esther blossom as an actress , ",1
3606,delivers big time ,1
3607,that is an undeniably worthy and devastating experience ,1
3610,a thriller with an edge ,1
3611,delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion ,1
3614,conquers ,1
3616,to show us why it 's compelling ,1
3618,", the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn . ",1
3619,emerge with unimpeachable clarity ,1
3620,"for most of its footage , the new thriller proves that director m. night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo . ",1
3621,"this film , whose meaning and impact is sadly heightened by current world events ",1
3624,"rousing , g-rated family film ",1
3625,absurdist wit ,1
3627,hoffman 's performance is authentic to the core of his being . ,1
3628,bill morrison 's decasia ,1
3630,sure to win viewers ' hearts ,1
3637,the delicate forcefulness ,1
3638,if the man from elysian fields is doomed by its smallness ,1
3639,will just as likely make you weep ,1
3640,'s still a guilty pleasure to watch . ,1
3641,"like edward norton in american history x , ryan gosling ( murder by numbers ) delivers a magnetic performance . ",1
3642,nation ,1
3643,"is funny and pithy , while illuminating an era of theatrical comedy that , while past , ",1
3649,david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen . ,1
3651,"great performances , stylish cinematography and ",1
3652,"can enjoy much of jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced monty pythonesque flavor . ",1
3653,garden music video ,1
3654,nice piece of work ,1
3655,"knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ",1
3663,"is a smart movie that knows its classical music , knows its freud and knows its sade ",1
3664,any movie with a life-affirming message ,1
3665,to the experience ,1
3667,"every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy ",1
3670,will leave you with a smile on your face and a grumble in your stomach . ,1
3672,"is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure ",1
3674,one of the most exciting action films ,1
3676,is playful but highly studied and dependent for its success on a patient viewer . ,1
3678,a better script ,1
3679,", then go see this delightful comedy . ",1
3683,of grace ,1
3684,bright shining star ,1
3685,romantic and serenely ,1
3686,a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world . ,1
3689,"is far from disappointing , ",1
3690,cliffhanger ,1
3691,photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen . ,1
3696,really is enormously good fun . ,1
3698,"for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors ",1
3700,that should appeal to anyone willing to succumb to it ,1
3701,"because of the universal themes , earnest performances ",1
3703,'s nothing wrong with that ,1
3704,convincing portrayal ,1
3706,", it offers much to absorb and even more to think about after the final frame . ",1
3707,"quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship ",1
3708,an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character . ,1
3711,"a lot of the credit for the film 's winning tone must go to grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him . ",1
3712,sports extravaganza ,1
3713,"i have always appreciated a smartly written motion picture , and ",1
3716,"it must be labeled ` hip ' , ` innovative ' and ` realistic ' ",1
3718,its audience giddy ,1
3719,"implies in its wake the intractable , irreversible flow of history ",1
3720,piercing ,1
3722,"its true-to-life characters , ",1
3727,seem to match the power of their surroundings . ,1
3728,"that begins as a seven rip-off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s ",1
3729,"kwan is a master of shadow , quietude , and room noise , ",1
3734,handed down from the movie gods ,1
3735,"are , with the drumming routines , among the film 's saving graces . ",1
3736,that it avoids the obvious with humor and lightness ,1
3737,get excited about on this dvd ,1
3739,of artifice and purpose ,1
3740,that surprises or delights ,1
3742,was immensely enjoyable ,1
3743,pathos-filled but ultimately life-affirming finale ,1
3744,easier to digest ,1
3746,"what an idea , what a thrill ride . ",1
3747,from a television monitor ,1
3749,"enters a realm where few non-porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle . ",1
3750,"fresh , sometimes funny , and usually genuinely worthwhile ",1
3751,a good human ,1
3752,the most surprising thing about this film ,1
3754,a great american adventure ,1
3755,imaginative ,1
3756,"of his most daring , and complicated , performances ",1
3760,prove diverting enough ,1
3761,"to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity ",1
3765,the novel charm ,1
3770,"as beautiful , desirable ",1
3772,wonderful fencing scenes and ,1
3774,absolute joy ,1
3775,heart as important as humor ,1
3776,creative energy and wit to entertain all ages ,1
3777,"into a poem of art , music and metaphor ",1
3778,laughed that hard in years ,1
3779,this goofily endearing and well-lensed gorefest ,1
3782,know what it wants to be when it grows up ,1
3787,"gives it new texture , new relevance , new reality ",1
3789,"not only a pianist , but a good human being ",1
3790,what could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey . ,1
3792,"'s better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . ",1
3793,driven by a fantastic dual performance from ian holm ,1
3794,well-put-together ,1
3795,is so rich with period minutiae ,1
3796,grownups should appreciate its whimsical humor ,1
3797,"is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons ",1
3802,"sweeping , dramatic ",1
3804,edits ,1
3806,smart and well-crafted ,1
3808,some laughs and a smile ,1
3811,the movie is better than you might think . ,1
3812,by a british cast ,1
3813,an intimate feeling ,1
3814,recommended -- ,1
3815,"tormented by his heritage , using his storytelling ability to honor the many faceless victims ",1
3816,"a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense ",1
3817,"humble , teach and ultimately ",1
3818,"first-class , natural acting and ",1
3821,about memory and regret ,1
3822,"best indie of the year , so far . ",1
3823,"the byplay and bickering between the now spy-savvy siblings , carmen ( vega ) and juni ( sabara ) cortez , anchor the film in a very real and amusing give-and-take . ",1
3824,"like to be a new yorker -- or , really , to be a human being -- in the weeks after 9/11 ",1
3826,enjoyable family fare ,1
3827,a more mythic level ,1
3828,strong supporting players ,1
3831,well-behaved film ,1
3833,of a handsome and well-made entertainment ,1
3837,best little `` horror '' movie ,1
3840,found a cult favorite ,1
3842,"as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody ",1
3843,"familiar , funny ",1
3844,imaginatively mixed ,1
3849,a century and a half ago ,1
3851,"a knowing look at female friendship , spiked with raw urban humor . ",1
3852,"i have always appreciated a smartly written motion picture , ",1
3856,a huge heart ,1
3859,kids-cute sentimentality ,1
3860,raunchy and frequently hilarious ,1
3861,a wonderfully warm human drama that remains vividly in memory long ,1
3862,improvise and scream ,1
3863,big bad love ,1
3866,"what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors ",1
3867,delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph ,1
3868,rich with period minutiae ,1
3874,this clever and very satisfying picture ,1
3875,"the trick when watching godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them . ",1
3877,the trailer is a riot . ,1
3878,", this has layered , well-developed characters and some surprises . ",1
3881,entertaining thriller ,1
3882,this is n't a stand up and cheer flick ; it 's a sit down and ponder affair ,1
3887,common sense ,1
3888,bodacious ,1
3890,"lead actress gaï , she of the impossibly long limbs and sweetly conspiratorial smile , ",1
3896,a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales . ,1
3897,both heartbreaking and heartwarming ... ,1
3900,joe dante 's similarly styled gremlins ,1
3901,in the series ,1
3902,written and directed with brutal honesty and respect for its audience . ,1
3905,protect your community ,1
3907,elegant ,1
3908,meaningful cinema ,1
3909,strongest film ,1
3911,"it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story ",1
3913,this often very funny collegiate gross-out comedy ,1
3914,revitalize what is and always has been remarkable about clung-to traditions ,1
3915,efficient ,1
3916,"can certainly go the distance , ",1
3917,with a teeth-clenching gusto ,1
3918,delightfully quirky movie to be made from curling ,1
3919,helpful ,1
3920,succeeds through sincerity . ,1
3921,"as a kind of colorful , dramatized pbs program , frida gets the job done . ",1
3922,exceptional performances ,1
3926,has value can not be denied . ,1
3927,amusing for a good while ,1
3929,major pleasures from portuguese master manoel de oliviera ,1
3930,make a delightful comedy centering on food ,1
3931,imbue the theme with added depth and resonance ,1
3935,compelling investigation ,1
3936,"french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama ",1
3938,has all the earmarks of french cinema at its best ,1
3939,i honestly never knew what the hell was coming next ,1
3940,you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists ,1
3941,masterpiece ,1
3942,as a friend ,1
3944,rated eee for excitement . ,1
3945,made the full monty a smashing success ,1
3947,to take this film at face value and enjoy its slightly humorous and tender story ,1
3948,bergman approaches swedish fatalism using gary larson 's far side humor ,1
3950,honestly ,1
3951,intriguing and downright intoxicating ,1
3952,slick and sprightly cgi feature ,1
3953,the hilarious writer-director himself ,1
3954,"a mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in ",1
3955,throughout a film that is both gripping and compelling ,1
3964,"had the ability to mesmerize , astonish and entertain ",1
3966,", this is the ultimate movie experience ",1
3967,cerebral ,1
3968,i stay positive ,1
3970,a believable mother/daughter pair ,1
3971,1993 classic ,1
3972,pretty funny movie ,1
3976,dinner guest ,1
3979,students that deals with first love sweetly but also seriously . ,1
3980,told with humor and poignancy ,1
3981,an unexpectedly sweet story ,1
3982,it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history ,1
3985,expands into a meditation on the deep deceptions of innocence ,1
3986,washington most certainly has a new career ahead of him ,1
3988,to ignite sparks ,1
3989,"is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends . ",1
3991,so intimate ,1
3992,it does so without compromising that complexity . ,1
3994,"love , family ",1
3995,"a full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence . ",1
3996,"endearing , masterful ",1
3998,"a very well-meaning movie , and it will stand in future years as an eloquent memorial to the world trade center tragedy . ",1
4000,you 're looking for an intelligent movie in which you can release your pent up anger ,1
4001,"graceful , moving tribute ",1
4002,is enticing ,1
4005,mordantly funny and intimately knowing ... ,1
4006,spinning a web of dazzling entertainment ,1
4008,as a visionary with a tale full of nuance and character dimension ,1
4009,"instead , she sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions . ",1
4010,"wonderland adventure , a stalker thriller , and a condensed season of tv 's big brother ",1
4012,the songs translate well to film ,1
4015,the joy the characters take in this creed ,1
4016,a wild comedy that could only spring from the demented mind of the writer of being john malkovich ,1
4017,romantic comedy ,1
4019,madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game . ,1
4020,in rapt attention ,1
4025,if you grew up on scooby -- you 'll love this movie . ,1
4026,"it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity . ",1
4027,an interesting technical exercise ,1
4030,is a visual treat for all audiences . ,1
4032,"some body will take you places you have n't been , and also places you have . ",1
4035,the subtlest and most complexly evil uncle ralph ,1
4041,"do all three quite well , ",1
4042,funnier version of the old police academy flicks . ,1
4044,a sweet and modest and ,1
4045,"anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little bloodshed . ",1
4046,strikes a potent chemistry with molina ,1
4047,it 's rare to find a film to which the adjective ` gentle ' applies ,1
4048,to the energetic and always surprising performance ,1
4049,yong kang ,1
4050,it looks good ,1
4053,about hatred ,1
4054,his impressions of life and loss and time and art with us ,1
4055,the soulful gravity of crudup 's anchoring performance ,1
4056,another trumpet blast that there may be a new mexican cinema a-bornin ' . ' ,1
4059,well-deserved reputation ,1
4061,deeper and more engaging ,1
4063,insightfully ,1
4065,arresting ,1
4066,"a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels . ",1
4067,worthy predecessors ,1
4068,idol ,1
4069,"into the life of wladyslaw szpilman , who is not only a pianist , but a good human being ",1
4071,"call for prevention rather than to place blame , making it one of the best war movies ever made ",1
4072,", danny is a frighteningly fascinating contradiction . ",1
4074,trashy fun ,1
4075,"as it is a unique , well-crafted psychological study of grief ",1
4077,on angelina jolie 's surprising flair for self-deprecating comedy ,1
4078,"of warmth to go around , with music and laughter and the love of family ",1
4079,tasty performance ,1
4080,some kind of goofy grandeur ,1
4081,worshipful ,1
4082,a gripping documentary that ,1
4084,"a young woman of great charm , generosity and diplomacy ",1
4087,as tricky and satisfying as any of david mamet 's airless cinematic shell games . ,1
4088,a love story as sanguine as its title ,1
4091,"talk to her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching . ",1
4094,pretty much delivers on that promise . ,1
4096,"parts seem like they were lifted from terry gilliam 's subconscious , pressed through kafka 's meat grinder and into buñuel 's casings ",1
4098,feels acting is the heart and soul of cinema ,1
4099,boasting this many genuine cackles ,1
4100,"religion that dares to question an ancient faith , and ",1
4102,be a huge cut of above the rest ,1
4108,it shows us a slice of life that 's very different from our own and yet instantly recognizable . ,1
4110,independent or ,1
4113,a brilliant college student -- ,1
4114,for humor in so many teenage comedies ,1
4116,"first-rate , especially sorvino ",1
4119,can relate ,1
4122,most entertaining moments ,1
4124,far more impact ,1
4126,this 90-minute postmodern voyage was more diverting and thought-provoking than i 'd expected it to be . ,1
4128,"watch , giggle and get an adrenaline boost without feeling like you 've completely lowered your entertainment standards ",1
4129,"hard to dismiss -- moody , thoughtful ",1
4132,hanukkah ,1
4133,the peculiarly moral amorality of ( woo 's ) best work ,1
4136,"is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth ",1
4139,with an eye on preserving a sense of mystery ,1
4141,kitschy goodwill ,1
4142,modern art ,1
4145,wise and elegiac ... ,1
4146,of the creative act ,1
4147,a spirited film and a must-see ,1
4150,its superior cast ,1
4151,is a remarkably original work ,1
4152,'s appealingly manic and energetic ,1
4153,"an uncluttered , resonant gem that relays its universal points without lectures or confrontations . ' ",1
4155,"has merit and , in the hands of a brutally honest individual like prophet jack , might have made a point or two regarding life ",1
4158,", wendigo , larry fessenden 's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films . ",1
4159,"at once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future . ",1
4160,a solid cast ,1
4161,is worth seeking . ,1
4162,technically ,1
4165,"the music makes a nice album , ",1
4168,", there is no doubt that krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone . ",1
4169,"me no lika da accents so good , but i thoroughly enjoyed the love story ",1
4170,"sheridan had a wonderful account to work from , ",1
4171,stylized sequences ,1
4172,to be swept away by the sheer beauty of his images ,1
4174,more enjoyable than i expected ,1
4178,"a beautiful , timeless and universal tale of heated passions -- ",1
4179,"'s a square , sentimental drama that satisfies , as comfort food often can ",1
4180,"manages , with terrific flair ",1
4181,"its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham ",1
4183,marvelous series ,1
4189,provide insight ,1
4191,'s hard to resist ,1
4192,found in its ability to spoof both black and white stereotypes equally ,1
4196,... begins on a high note and sustains it beautifully . ,1
4202,"encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity ",1
4203,"quiet , confident ",1
4204,a legal thriller ,1
4210,"can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success ",1
4212,"affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad ",1
4213,", thoroughly winning flight of revisionist fancy . ",1
4215,deliberately and skillfully ,1
4216,"insomnia is one of the year 's best films and pacino gives one of his most daring , and complicated , performances ",1
4219,"an unflinching , complex portrait of a modern israel that is rarely seen on-screen ",1
4220,"are both superb , while huppert ... is magnificent . ",1
4222,smile-button faces ,1
4223,"admire this film for its harsh objectivity and refusal to seek our tears , our sympathies . ",1
4224,like mike shoots and scores ,1
4227,"a solidly constructed , entertaining thriller that stops short of true inspiration . ",1
4228,leave us with a sense of wonder ,1
4234,a twisted sense of humor ,1
4236,performers who rarely work in movies now ,1
4237,that embraces its old-fashioned themes and in the process comes out looking like something wholly original ,1
4238,"live in them , who have carved their own comfortable niche in the world and have been kind enough to share it ",1
4239,utilizing ,1
4240,"balance pointed , often incisive satire and unabashed sweetness , ",1
4242,once again strands his superb performers in the same old story . ,1
4245,michel ,1
4247,deeply humanistic artist ,1
4250,a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical ,1
4251,as brave and challenging as you could possibly expect these days from american cinema ,1
4254,is well suited to capture these musicians in full regalia ,1
4256,"it 's more enjoyable than i expected , though , and that 's because the laughs come from fairly basic comedic constructs . ",1
4257,despite modest aspirations its occasional charms are not to be dismissed . ,1
4259,joyful ,1
4260,", thanks to the presence of ` the king , ' it also rocks . ",1
4264,was reading the minds of the audience . ,1
4265,your pulse ever racing ,1
4266,ca n't miss it . ,1
4267,interesting and ,1
4268,the package in which this fascinating -- and timely -- content comes wrapped ,1
4269,"is first-rate , especially sorvino . ",1
4271,of the outstanding thrillers of recent years ,1
4272,purports ,1
4274,with the best of herzog 's works ,1
4275,'s plenty to enjoy ,1
4276,"designed as a reverie about memory and regret , ",1
4278,"is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness ",1
4280,the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't hollywood think of this sooner ? ,1
4281,excellent ,1
4283,play out realistically if not always fairly . ,1
4288,achingly honest ,1
4289,nice little story ,1
4290,"better effects , better acting and a hilarious kenneth branagh . ",1
4292,mixes in as much humor as pathos to take us on his sentimental journey of the heart ,1
4294,", a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own . ",1
4297,is beautiful and mysterious ,1
4298,is very original ,1
4299,", it is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out . ",1
4300,"a rather brilliant little cult item : a pastiche of children 's entertainment , superhero comics , and japanese animation ",1
4306,"thanks to the presence of ` the king , ' it also rocks . ",1
4307,remarkable performances ,1
4309,"the three leads produce adequate performances , ",1
4311,"a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways ",1
4313,historically significant work ,1
4314,is exceedingly pleasant ,1
4315,the numerous scenes of gory mayhem are worth the price of admission ... if `` gory mayhem '' is your idea of a good time ,1
4317,compelling new material ,1
4320,is surely ,1
4323,exhilarating new interpretation ,1
4326,sweet ,1
4327,an intelligent movie ,1
4328,'s better than one might expect when you look at the list of movies starring ice-t in a major role ,1
4331,like ravel 's bolero ,1
4332,a film to which the adjective ` gentle ' applies ,1
4333,overcome his personal obstacles and ,1
4334,sam mendes ,1
4335,create something original ,1
4336,"simultaneously heart-breaking and very funny , the last kiss is really all about performances . ",1
4337,be smarter and more diabolical ,1
4339,if good-hearted ,1
4341,gets around to its real emotional business ,1
4342,"more than anything else , kissing jessica stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again . ",1
4347,her defiance ,1
4348,"a 90-minute , four-star movie ",1
4352,have potential ,1
4354,"a sun-drenched masterpiece , ",1
4356,"this retooled machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself . ",1
4357,are sexy ,1
4358,extraordinary debut from josh koury . ,1
4359,it 's dark but has wonderfully funny moments ,1
4360,scherfig 's light-hearted profile of emotional desperation ,1
4365,"as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia , ",1
4367,treasure ,1
4368,thoroughly enjoyed the love story ,1
4369,"be delighted with the fast , funny , and even touching story ",1
4370,sparkling newcomer ,1
4373,"have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue ",1
4374,impress about e.t. ,1
4375,the talents of his top-notch creative team ,1
4377,"is a gorgeous film - vivid with color , music and life . ",1
4378,than its fair share of saucy ,1
4379,"passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ... ",1
4380,enjoyed most of mostly martha while i ne ,1
4381,inspirational love story ,1
4383,take nothing seriously and enjoy the ride ,1
4384,is conversational bordering on confessional ,1
4385,effort to share his impressions of life and loss and time and art with us ,1
4386,have a good shot ,1
4387,strong as always ,1
4390,"reverent , and subtly different ",1
4391,the best-sustained ideas i have ever seen on the screen ,1
4392,a good idea ,1
4395,especially her agreeably startling use of close-ups and her grace with a moving camera ,1
4398,an intensely lived time ,1
4400,to add the magic that made it all work ,1
4401,is just too easy to be genuinely satisfying ,1
4402,an object lesson in period filmmaking ,1
4403,air of gentle longing ,1
4404,while remaining one of the most savagely hilarious social critics this side of jonathan swift ,1
4406,the best comedy concert movie i 've seen since cho 's previous concert comedy film ,1
4409,is a career-defining revelation . ,1
4410,funny and fun ,1
4411,witty dialog between realistic characters ,1
4413,the cast and crew thoroughly enjoyed themselves and believed in their small-budget film ,1
4415,"watch , giggle ",1
4416,a gorgeously atmospheric meditation on life-changing chance encounters ,1
4422,"romantic , riveting and handsomely animated . ",1
4427,a flawed but engrossing thriller ,1
4430,christian love ,1
4431,douglas mcgrath 's nicholas nickleby does dickens as it should be done cinematically . ,1
4432,the remarkable ensemble cast brings them to life ,1
4433,the solid filmmaking and convincing characters makes this a high water mark for this genre . ,1
4434,understand what made allen 's romantic comedies so pertinent and enduring ,1
4437,strangely funny ,1
4439,a perfect medium ,1
4441,while american adobo has its heart ( and its palate ) in the right place ,1
4443,"if you have the patience for it , you wo n't feel like it 's wasted yours ",1
4444,"a classy , sprightly spin on film . ",1
4448,of extraordinary journalism ,1
4452,"dazzling , remarkably unpretentious reminder ",1
4455,"are simply dazzling , ",1
4456,raw urban humor ,1
4457,returns as a visionary with a tale full of nuance and character dimension ,1
4458,on a striking new significance for anyone who sees the film ,1
4459,you 're likely to see all year . ,1
4461,a thoughtful what-if for the heart as well as the mind ,1
4462,tells a story whose restatement is validated by the changing composition of the nation . ,1
4463,the funny bone ,1
4464,"a film really has to be exceptional to justify a three hour running time , ",1
4472,mandy moore leaves a positive impression ,1
4474,the refugees able to look ahead and resist living in a past ,1
4475,"the fun-loving libertine lost somewhere inside the conservative , handbag-clutching sarandon ",1
4476,more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' ,1
4478,"for easy , seductive pacing ",1
4479,in this elegant entertainment ,1
4480,too good to be bad ,1
4481,a lot of warmth ,1
4482,", every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel . ",1
4483,christopher walken kinda romanced cyndi lauper in the opportunists ,1
4484,a vibrant and intoxicating fashion ,1
4486,big-budget/all-star movie ,1
4489,is as consistently engaging as it is revealing ,1
4490,portray themselves ,1
4491,", ( goldbacher ) just lets her complicated characters be unruly , confusing and , through it all , human . ",1
4492,to really care ,1
4497,a passion for the material ,1
4498,is a fascinating little tale . ,1
4501,"a touching , small-scale story of family responsibility and care ",1
4503,seeking an existent anti-virus ,1
4504,"part biography , part entertainment ",1
4507,'s like having an old friend for dinner ' . ,1
4508,so compelling ,1
4510,i have a new favorite musical -- ,1
4512,of the summer 's most pleasurable movies ,1
4514,once in the rush to save the day did i become very involved in the proceedings ; to me ,1
4516,found myself strangely moved by even the corniest and most hackneyed contrivances ,1
4518,if you can swallow its absurdities and crudities lagaan really is enormously good fun . ,1
4525,to give the audience a reason to want to put for that effort ,1
4526,the most brilliant work in this genre since the 1984 uncut version of sergio leone ,1
4528,grace ,1
4529,detailed story about newcomers in a strange new world ,1
4530,"sweet , and intermittently hilarious ",1
4531,far more often than the warfare ,1
4533,is n't a bad film ,1
4535,it makes up for in heart . ,1
4536,its title implies ,1
4537,was worth your seven bucks ,1
4539,topic ,1
4540,the hard-to-predict and absolutely essential chemistry between the down-to-earth bullock and the nonchalant grant proves to be sensational ,1
4541,to be awed by the power and grace of one of the greatest natural sportsmen of modern times ,1
4542,organic intrigue ,1
4543,car chase ,1
4546,evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean . ,1
4547,is a solid action pic that returns the martial arts master to top form ,1
4550,would be terrific to read about ,1
4552,", it 's awfully entertaining to watch . ",1
4553,oddly colorful and ,1
4554,a marvelous performance by allison lohman as an identity-seeking foster child ,1
4555,is clearly a good thing ,1
4557,than franchise possibilities ,1
4560,romp that 's always fun to watch ,1
4561,", one would hope for the best ",1
4562,of those exceedingly rare films in which the talk alone is enough to keep us ,1
4564,"director george hickenlooper has had some success with documentaries , ",1
4566,is a genuinely bone-chilling tale ,1
4568,"its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , ",1
4573,such a graphic treatment of the crimes ,1
4575,"rich , shadowy black-and-white ",1
4576,a fascinating glimpse of urban life ,1
4577,the film sits with square conviction ,1
4578,one of the best-sustained ideas i have ever seen on the screen ,1
4580,"have a 90-minute , four-star movie ",1
4581,great writer ,1
4582,remarkable movie ,1
4584,", well-crafted psychological study ",1
4585,through the eyes of the idealistic kid who chooses to champion his ultimately losing cause ,1
4587,"in a summer overrun with movies dominated by cgi aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway . ",1
4588,to be genuinely satisfying ,1
4589,a genre gem ,1
4591,sylvie testud is icily brilliant . ,1
4592,chillingly ,1
4593,politically charged ,1
4594,"witty , vibrant , and intelligent . ",1
4596,the perfect star vehicle ,1
